Img-Name,Img-Text,Img-Label,Img-Text-Label,Text-Label,Sentiment,Emotion,Sarcasm,Harmful-Score,Target,Doubtful,image_path,bully_label,sentiment_label,text_bully_label,text_only_label,sarcasm_binary,img_quality,label_check
1227.jpg,Jitna bhi try kar lo bunny Bumrah death overs me run dega nahin SCOOPWHOOP.com,Nonbully,Nonbully,Nonbully,Neutral,Trust,No,Harmless,,,/content/drive/MyDrive/Multimodal/bully_data/1227.jpg,0,1,0,0,0,ok,consistent
1106.png,this is my hobby to work on car engines,Nonbully,Bully,Nonbully,Negative,Disgust,No,Partially-Harmful,Individual,,/content/drive/MyDrive/Multimodal/bully_data/1106.png,0,0,1,0,0,ok,consistent
1362.png,when she wants someone to sweep her off her feet,Nonbully,Bully,Nonbully,Negative,Disgust,No,Partially-Harmful,Individual,,/content/drive/MyDrive/Multimodal/bully_data/1362.png,0,0,1,0,0,ok,consistent
2970.jpg,full on swag,Bully,Bully,Nonbully,Negative,Surprise,Yes,Partially-Harmful,Individual,,/content/drive/MyDrive/Multimodal/bully_data/2970.jpg,1,0,1,0,1,ok,check — bully but no keywords
1840.jpg,"Sorry, Indian guys, I'm already married. *Le Supreme Court of India Extramarital Affairs are not a criminal offense anymore.",Nonbully,Bully,Bully,Neutral,Sadness,No,Partially-Harmful,Individual,,/content/drive/MyDrive/Multimodal/bully_data/1840.jpg,0,1,1,1,0,ok,consistent
736.png,when you have scented pokeballs,Nonbully,Nonbully,Nonbully,Neutral,Surprise,No,Harmless,,,/content/drive/MyDrive/Multimodal/bully_data/736.png,0,1,0,0,0,ok,consistent
3811.jpg,1000 ka chlan katne k baad,Nonbully,Nonbully,Nonbully,Neutral,Fear,Yes,Harmless,,,/content/drive/MyDrive/Multimodal/bully_data/3811.jpg,0,1,0,0,1,ok,consistent
1508.png,i'm not saying your mom's a slut but during childbirth she slid you in and out a couple of times,Nonbully,Bully,Nonbully,Neutral,Trust,No,Partially-Harmful,Individual,,/content/drive/MyDrive/Multimodal/bully_data/1508.png,0,1,1,0,0,ok,consistent
3246.jpg,petrol,Nonbully,Bully,Nonbully,Neutral,Surprise,Yes,Partially-Harmful,Individual,,/content/drive/MyDrive/Multimodal/bully_data/3246.jpg,0,1,1,0,1,ok,consistent
2330.jpg, Every nibba/nibbi:- ye lockdown khatam kyu nahi ho raha hai mujhe aphne babu shona se milna hai,Nonbully,Bully,Bully,Negative,Sadness,No,Partially-Harmful,Community,,/content/drive/MyDrive/Multimodal/bully_data/2330.jpg,0,0,1,1,0,ok,consistent
4952.jpg,main 'woke' hoon na,Nonbully,Bully,Bully,Neutral,Anticipation,Yes,Partially-Harmful,Individual,,/content/drive/MyDrive/Multimodal/bully_data/4952.jpg,0,1,1,1,1,ok,consistent
1686.jpg,Few movies released in 2017: RAEES KABIL HARAMKHOR TUBELIGHT ,Nonbully,Bully,Nonbully,Negative,Disgust,No,Partially-Harmful,Individual,,/content/drive/MyDrive/Multimodal/bully_data/1686.jpg,0,0,1,0,0,ok,consistent
4266.jpg,If you think saree is homely wear Then after seen this pic you may have definitely changed your mind,Bully,Bully,Nonbully,Negative,Anticipation,No,Partially-Harmful,Individual,,/content/drive/MyDrive/Multimodal/bully_data/4266.jpg,1,0,1,0,0,ok,check — bully but no keywords
500.png,america first rag heads fuck you people trump 2020 you are the enemy of the people,Nonbully,Bully,Bully,Negative,Angry,No,Partially-Harmful,Individual,,/content/drive/MyDrive/Multimodal/bully_data/500.png,0,0,1,1,0,ok,consistent
1464.png,not sure if you're being funny or stupid,Nonbully,Bully,Bully,Neutral,Disgust,No,Partially-Harmful,Individual,,/content/drive/MyDrive/Multimodal/bully_data/1464.png,0,1,1,1,0,ok,check — has keywords but nonbully
5732.jpg,A MATCH MADE IN HEAVEN From Here To Here,Nonbully,Nonbully,Nonbully,Positive,Happiness,No,Harmless,,,/content/drive/MyDrive/Multimodal/bully_data/5732.jpg,0,2,0,0,0,ok,consistent
2618.jpg,Current situation of #Arnab Goswami:Ae!Bharat sarkar...izzat se ha..,Bully,Bully,Nonbully,Negative,Anticipation,Yes,Partially-Harmful,Individual,,/content/drive/MyDrive/Multimodal/bully_data/2618.jpg,1,0,1,0,1,ok,check — bully but no keywords
2090.jpg,How to start World War III,Nonbully,Bully,Nonbully,Negative,Surprise,Yes,Partially-Harmful,Individual,,/content/drive/MyDrive/Multimodal/bully_data/2090.jpg,0,0,1,0,1,ok,consistent
1957.jpg,your hands are strong But your right hand's much stronger than your left.why is that?Um.I am a sword fighter.,Nonbully,Nonbully,Nonbully,Neutral,Sadness,No,Harmless,,,/content/drive/MyDrive/Multimodal/bully_data/1957.jpg,0,1,0,0,0,ok,consistent
980.png,wnen you're walking home and come across a naked corpse i shouldn't,Nonbully,Bully,Nonbully,Negative,Disgust,Yes,Partially-Harmful,Individual,,/content/drive/MyDrive/Multimodal/bully_data/980.png,0,0,1,0,1,ok,consistent
4263.jpg,the only place my friends use maths:,Nonbully,Nonbully,Nonbully,Neutral,Angry,Yes,Harmless,,,/content/drive/MyDrive/Multimodal/bully_data/4263.jpg,0,1,0,0,1,ok,consistent
541.jpg,you haven't lived if you haven't done this,Nonbully,Nonbully,Nonbully,Neutral,Other,No,Harmless,,,/content/drive/MyDrive/Multimodal/bully_data/541.jpg,0,1,0,0,0,ok,consistent
2935.jpg,"""Babumoshay Zindahi Lambi nahi badi honi chahiye"" Anand kabhi Marte nahin RIP Irfan Sir",Nonbully,Nonbully,Nonbully,Positive,Happiness,No,Harmless,,,/content/drive/MyDrive/Multimodal/bully_data/2935.jpg,0,2,0,0,0,ok,consistent
1933.jpg,"be with someone who says ""babe,let's fix this,I can't lose you.""",Nonbully,Nonbully,Nonbully,Positive,Trust,No,Harmless,,,/content/drive/MyDrive/Multimodal/bully_data/1933.jpg,0,2,0,0,0,ok,consistent
1397.jpg,first you learn then you remove 'L',Nonbully,Nonbully,Nonbully,Positive,Other,No,Harmless,,,/content/drive/MyDrive/Multimodal/bully_data/1397.jpg,0,2,0,0,0,ok,consistent
1975.jpg,My dream when my bestfriend get married,Bully,Bully,Nonbully,Neutral,Disgust,No,Partially-Harmful,Individual,,/content/drive/MyDrive/Multimodal/bully_data/1975.jpg,1,1,1,0,0,ok,check — bully but no keywords
3880.jpg,when you flirted with him because you were bored and now he's sending you good morning texts Main isme phasti jaa rahi hoon...,Nonbully,Bully,Nonbully,Negative,Sadness,No,Partially-Harmful,Individual,,/content/drive/MyDrive/Multimodal/bully_data/3880.jpg,0,0,1,0,0,ok,consistent
4493.jpg,girl memer boy memer,Nonbully,Nonbully,Nonbully,Neutral,Anticipation,Yes,Harmless,,,/content/drive/MyDrive/Multimodal/bully_data/4493.jpg,0,1,0,0,1,ok,consistent
2823.jpg,Once upon a time…,Nonbully,Nonbully,Nonbully,Positive,Happiness,No,Harmless,,,/content/drive/MyDrive/Multimodal/bully_data/2823.jpg,0,2,0,0,0,ok,consistent
1725.jpg,Perfect set up,Nonbully,Nonbully,Nonbully,Positive,Anticipation,No,Harmless,,,/content/drive/MyDrive/Multimodal/bully_data/1725.jpg,0,2,0,0,0,ok,consistent
3960.jpg,meri chaddi ka galat istemaal kiya gya maa,Bully,Bully,Bully,Neutral,Surprise,No,Partially-Harmful,Individual,,/content/drive/MyDrive/Multimodal/bully_data/3960.jpg,1,1,1,1,0,ok,check — bully but no keywords
5878.jpg,Nothing can express the love of a father for his children.,Nonbully,Nonbully,Nonbully,Positive,Happiness,No,Harmless,,,/content/drive/MyDrive/Multimodal/bully_data/5878.jpg,0,2,0,0,0,ok,check — has keywords but nonbully
4526.jpg,"*In KBC* *Contestant says 'i quit' just after listening to question* Amitabh Bachchan:-aapsan de rahe the, maadarchod",Bully,Bully,Bully,Negative,Disgust,Yes,Partially-Harmful,Individual,,/content/drive/MyDrive/Multimodal/bully_data/4526.jpg,1,0,1,1,1,ok,check — bully but no keywords
0.jpg,Shivam @shivamishraa Girls be named naina and then have eyes that don't work,Nonbully,Bully,Bully,Negative,Disgust,Yes,Partially-Harmful,Individual,,/content/drive/MyDrive/Multimodal/bully_data/0.jpg,0,0,1,1,1,ok,consistent
3221.jpg,kaun hai woh log friends mujhe bhabhi q bolre h best friends hai,Nonbully,Nonbully,Nonbully,Neutral,Other,No,Harmless,,,/content/drive/MyDrive/Multimodal/bully_data/3221.jpg,0,1,0,0,0,ok,consistent
5244.jpg,*chips packet* hawa chips,Nonbully,Nonbully,Nonbully,Neutral,Anticipation,No,Harmless,,,/content/drive/MyDrive/Multimodal/bully_data/5244.jpg,0,1,0,0,0,ok,consistent
2696.jpg,"Me-Mummy, aaj se mai sincerely padhai karunga..Mom- Toh kar na...dhaai saal ho gye kb karoge..??",Nonbully,Bully,Bully,Neutral,Angry,Yes,Partially-Harmful,Individual,,/content/drive/MyDrive/Multimodal/bully_data/2696.jpg,0,1,1,1,1,ok,consistent
1514.png,"sometimes in life, we hang on tight to the wrong things",Nonbully,Bully,Nonbully,Negative,Disgust,No,Partially-Harmful,Individual,,/content/drive/MyDrive/Multimodal/bully_data/1514.png,0,0,1,0,0,ok,consistent
1545.jpg,Akshay kumar has faced every WWE wrestler Undertaker Big daddy V Batista The great khali,Nonbully,Bully,Nonbully,Neutral,Surprise,Yes,Partially-Harmful,Individual,,/content/drive/MyDrive/Multimodal/bully_data/1545.jpg,0,1,1,0,1,ok,consistent
35.jpg,at what age did you discover that pen covers are meant to hold the page from flipping when studying or wriiting,Nonbully,Bully,Nonbully,Neutral,Surprise,No,Harmless,,,/content/drive/MyDrive/Multimodal/bully_data/35.jpg,0,1,1,0,0,ok,consistent
4211.jpg,Having A girl with good sarcasm is blessing until she starts roasting you..,Nonbully,Nonbully,Nonbully,Neutral,Other,No,Harmless,,,/content/drive/MyDrive/Multimodal/bully_data/4211.jpg,0,1,0,0,0,ok,consistent
3754.jpg,Paine trying to protect Gabba Ashwin Ravi,Nonbully,Bully,Nonbully,Negative,Disgust,Yes,Partially-Harmful,Individual,,/content/drive/MyDrive/Multimodal/bully_data/3754.jpg,0,0,1,0,1,ok,consistent
5599.jpg,"ON AN AVERAGE, 2 JOURNALIST A DAY HAVE DIED IN THE MONTH OF APRIL DUE TO VID 165 JOURNALIST SO FAR THESE ARE THE PEOPLE WHO ARE SACRIFICING THEIR LIVES TO KEEP US UPDATED. REST IN PEACE",Nonbully,Nonbully,Nonbully,Neutral,Sadness,No,Harmless,,,/content/drive/MyDrive/Multimodal/bully_data/5599.jpg,0,1,0,0,0,ok,consistent
4039.jpg,Crush Hi yar mera recharge khatm ho gya hai tum recharge karwa doge ha ruko abhi kr deta hu Done Thanks bro Ekdum inhone waqt badal diya jazbaat badal diye zindagi badal di,Nonbully,Nonbully,Nonbully,Negative,Surprise,No,Harmless,,,/content/drive/MyDrive/Multimodal/bully_data/4039.jpg,0,0,0,0,0,ok,consistent
2425.jpg,SCOOPWHOOP.com clothes i have washed clothes i have,Nonbully,Nonbully,Nonbully,Neutral,Sadness,No,Harmless,,,/content/drive/MyDrive/Multimodal/bully_data/2425.jpg,0,1,0,0,0,ok,consistent
3596.jpg,Meanwhile everyone to Emraan Hashmi :[#MeToo] Mai toh terko harami smjhta tha Tu toh Dev-maanus nikla,Nonbully,Bully,Bully,Negative,Disgust,Yes,Partially-Harmful,Individual,,/content/drive/MyDrive/Multimodal/bully_data/3596.jpg,0,0,1,1,1,ok,consistent
3774.jpg,भाई वो सब सही है पर हमारे यहाँ यह शीशे के ग्लास कोल्डड्रिंक को अपने साथ नहीं ले जाने देते,Nonbully,Nonbully,Nonbully,Neutral,Surprise,No,Harmless,,,/content/drive/MyDrive/Multimodal/bully_data/3774.jpg,0,1,0,0,0,ok,consistent
91.jpg,double tap,Nonbully,Nonbully,Nonbully,Neutral,Other,No,Harmless,,,/content/drive/MyDrive/Multimodal/bully_data/91.jpg,0,1,0,0,0,ok,consistent
1614.png,exclusive footage of barack and michelle's 1st kiss,Nonbully,Bully,Nonbully,Negative,Disgust,No,Partially-Harmful,Individual,,/content/drive/MyDrive/Multimodal/bully_data/1614.png,0,0,1,0,0,ok,consistent
2624.jpg,"Teacher:this is the worst class, I have ever seen.I am leaving the class.",Bully,Bully,Bully,Negative,Ridicule,Yes,Partially-Harmful,Individual,,/content/drive/MyDrive/Multimodal/bully_data/2624.jpg,1,0,1,1,1,ok,check — bully but no keywords
901.jpg,Good! Now Start Your Bike Without Removing Ur Mask,Nonbully,Nonbully,Nonbully,Negative,Angry,No,Harmless,,,/content/drive/MyDrive/Multimodal/bully_data/901.jpg,0,0,0,0,0,ok,consistent
2026.jpg,what's your favourite sport's??Tennis Table Tennis,Nonbully,Bully,Nonbully,Neutral,Happiness,No,Partially-Harmful,Individual,,/content/drive/MyDrive/Multimodal/bully_data/2026.jpg,0,1,1,0,0,ok,consistent
5186.jpg,when your phone have two sim cards but no network,Nonbully,Bully,Nonbully,Negative,Disgust,Yes,Partially-Harmful,Individual,,/content/drive/MyDrive/Multimodal/bully_data/5186.jpg,0,0,1,0,1,ok,consistent
1148.png,i say woman of color because i want to be inclusive of all but white women,Nonbully,Bully,Nonbully,Negative,Ridicule,Yes,Partially-Harmful,Individual,,/content/drive/MyDrive/Multimodal/bully_data/1148.png,0,0,1,0,1,ok,consistent
569.jpg,2tb hdd 250gb ssd,Nonbully,Bully,Nonbully,Neutral,Surprise,No,Partially-Harmful,Individual,,/content/drive/MyDrive/Multimodal/bully_data/569.jpg,0,1,1,0,0,ok,consistent
709.jpg," beingmoron@beingmoron Someone trying to build conversation sending me: "" aur bataa"" Me: iska answer To Aata Hi Nahi Mujhe",Nonbully,Nonbully,Nonbully,Neutral,Other,No,Harmless,,,/content/drive/MyDrive/Multimodal/bully_data/709.jpg,0,1,0,0,0,ok,check — has keywords but nonbully
3703.jpg,Virat Kohli Becomes First Player To Score 6000 Runs In IPL History He Also Completed 40th half -Century. Virat 'King' Kohli!,Nonbully,Nonbully,Nonbully,Neutral,Other,No,Harmless,,,/content/drive/MyDrive/Multimodal/bully_data/3703.jpg,0,1,0,0,0,ok,consistent
5812.jpg,"JUST INDIAN THINGS *free trial gets over* Netflix: Maalik, aage ka kya socha hai? @SarcAyushtic",Nonbully,Bully,Nonbully,Neutral,Angry,Yes,Partially-Harmful,Organization,,/content/drive/MyDrive/Multimodal/bully_data/5812.jpg,0,1,1,0,1,ok,consistent
4270.jpg,Admit it women look more sexy When they are angry,Nonbully,Bully,Bully,Negative,Ridicule,No,Partially-Harmful,Individual,,/content/drive/MyDrive/Multimodal/bully_data/4270.jpg,0,0,1,1,0,ok,consistent
3071.jpg,I secretly get jealous when someone is talking to my favourite person,Nonbully,Nonbully,Nonbully,Neutral,Other,No,Harmless,,,/content/drive/MyDrive/Multimodal/bully_data/3071.jpg,0,1,0,0,0,ok,consistent
5930.jpg,Just Biryani Things Wedding called off over choice of  biryani,Nonbully,Nonbully,Nonbully,Neutral,Surprise,Yes,Harmless,,,/content/drive/MyDrive/Multimodal/bully_data/5930.jpg,0,1,0,0,1,ok,consistent
2702.jpg,calm down calm down,Bully,Bully,Nonbully,Negative,Angry,Yes,Partially-Harmful,Individual,,/content/drive/MyDrive/Multimodal/bully_data/2702.jpg,1,0,1,0,1,ok,check — bully but no keywords
1798.jpg,IG -@Like_Conversation Daya Pta Lagao Ye 23 Ko Bhi Match Dekhne Aayegi Kya,Nonbully,Bully,Nonbully,Negative,Angry,No,Partially-Harmful,Individual,,/content/drive/MyDrive/Multimodal/bully_data/1798.jpg,0,0,1,0,0,ok,consistent
3710.jpg,"Vikas Singh Chaudhary @Vikascasm 2020 is healing,Shahid Afridi back in form Just Pakistani Things",Bully,Bully,Bully,Negative,Ridicule,Yes,Very-Harmful,Community,,/content/drive/MyDrive/Multimodal/bully_data/3710.jpg,1,0,1,1,1,ok,check — bully but no keywords
3143.jpg,"""Tumhe jo maine dekha"" ""Tumhe jo maine jaana""",Nonbully,Nonbully,Nonbully,Neutral,Other,No,Harmless,,,/content/drive/MyDrive/Multimodal/bully_data/3143.jpg,0,1,0,0,0,ok,consistent
2530.jpg,Jhat Mix Jhat Mix tune kya mix kiya hai pramod,Bully,Bully,Bully,Negative,Angry,Yes,Partially-Harmful,Individual,,/content/drive/MyDrive/Multimodal/bully_data/2530.jpg,1,0,1,1,1,ok,check — bully but no keywords
1711.jpg,never give up! 119 129 121 122 next IG-BcBillu,Nonbully,Nonbully,Nonbully,Positive,Anticipation,No,Harmless,,,/content/drive/MyDrive/Multimodal/bully_data/1711.jpg,0,2,0,0,0,ok,consistent
3450.jpg,"Kohli in faaltu matches Kohli in important matches,when team needs him most",Nonbully,Bully,Nonbully,Negative,Ridicule,Yes,Partially-Harmful,Individual,,/content/drive/MyDrive/Multimodal/bully_data/3450.jpg,0,0,1,0,1,ok,consistent
55.jpg,DESI ADULT TROLLS That one look from crush is enough to ruin your whole semester,Nonbully,Bully,Nonbully,Negative,Disgust,No,Partially-Harmful,Individual,,/content/drive/MyDrive/Multimodal/bully_data/55.jpg,0,0,1,0,0,ok,consistent
3604.jpg,"Someone:apki movies illogical,with no story line and full of vulgarity hoti h!Bhojpuri director:Humko Ghanta Farq Nahi Padta",Nonbully,Bully,Bully,Negative,Ridicule,Yes,Partially-Harmful,Community,,/content/drive/MyDrive/Multimodal/bully_data/3604.jpg,0,0,1,1,1,ok,consistent
2917.jpg,Jokemelon @jokemelon1 Frd: Tere to maze h Ghar pe - at Home My Parents to Me Fata fat yeh kaam kahatm karoge.. Toh dusra kaam milega,Nonbully,Nonbully,Bully,Negative,Sadness,No,Harmless,,,/content/drive/MyDrive/Multimodal/bully_data/2917.jpg,0,0,0,1,0,ok,check — has keywords but nonbully
2888.jpg,FB/RealBCBilli Thoda dhyan se BC koi mann chala gaand na maar jaaye,Bully,Bully,Bully,Negative,Disgust,Yes,Partially-Harmful,Individual,,/content/drive/MyDrive/Multimodal/bully_data/2888.jpg,1,0,1,1,1,ok,check — bully but no keywords
258.png,burning things that don't mean anything to you,Nonbully,Nonbully,Nonbully,Neutral,Angry,No,Harmless,,,/content/drive/MyDrive/Multimodal/bully_data/258.png,0,1,0,0,0,ok,consistent
3930.jpg,"When your sister eats all your dairy milk &gives you a eclairs *She Hun toh rakshas kul ki, par rakshason mein bhi bhavna hoti hai",Nonbully,Bully,Nonbully,Negative,Ridicule,Yes,Partially-Harmful,Individual,,/content/drive/MyDrive/Multimodal/bully_data/3930.jpg,0,0,1,0,1,ok,consistent
284.png,"i don't always have sweaty balls but when i do, they're wetter than a tiajuana hooker during spring break and smell like a zombie's vagina",Nonbully,Bully,Nonbully,Negative,Angry,No,Partially-Harmful,Individual,,/content/drive/MyDrive/Multimodal/bully_data/284.png,0,0,1,0,0,ok,consistent
4541.jpg,what's stopping you from doing this with your partner common sense,Nonbully,Nonbully,Nonbully,Neutral,Anticipation,Yes,Harmless,,,/content/drive/MyDrive/Multimodal/bully_data/4541.jpg,0,1,0,0,1,ok,consistent
395.jpg,It's a boy,Nonbully,Nonbully,Nonbully,Neutral,Happiness,No,Harmless,,,/content/drive/MyDrive/Multimodal/bully_data/395.jpg,0,1,0,0,0,ok,consistent
5953.jpg,When you're at the barbershop and the worst baber is free and y'all make eye contact,Nonbully,Bully,Nonbully,Negative,Fear,Yes,Harmless,,,/content/drive/MyDrive/Multimodal/bully_data/5953.jpg,0,0,1,0,1,ok,consistent
2854.jpg,Kitna Paarivarik Mahaul Hai...,Bully,Bully,Nonbully,Negative,Ridicule,Yes,Partially-Harmful,Individual,,/content/drive/MyDrive/Multimodal/bully_data/2854.jpg,1,0,1,0,1,ok,check — bully but no keywords
1727.jpg,Cambilsm,Nonbully,Nonbully,Nonbully,Neutral,Other,No,Harmless,,,/content/drive/MyDrive/Multimodal/bully_data/1727.jpg,0,1,0,0,0,ok,consistent
3327.jpg,"Dear bestie, i hope we are besties forever.Even after we die,we can become ghosties and scare people forever.",Nonbully,Nonbully,Nonbully,Positive,Happiness,No,Harmless,,,/content/drive/MyDrive/Multimodal/bully_data/3327.jpg,0,2,0,0,0,ok,consistent
1574.png,illegal aliens are more american than american citizens. aoc 01/08/19,Nonbully,Bully,Bully,Negative,Disgust,No,Partially-Harmful,Community,,/content/drive/MyDrive/Multimodal/bully_data/1574.png,0,0,1,1,0,ok,consistent
812.png,did you know that pigs are cannibals? disgusting savages,Nonbully,Bully,Nonbully,Negative,Disgust,No,Partially-Harmful,Individual,,/content/drive/MyDrive/Multimodal/bully_data/812.png,0,0,1,0,0,ok,consistent
5089.jpg,yamraj* dil se bura lagata hai bhai please bhai,Nonbully,Nonbully,Nonbully,Neutral,Sadness,No,Harmless,,,/content/drive/MyDrive/Multimodal/bully_data/5089.jpg,0,1,0,0,0,ok,consistent
1534.png,"when the safe word is ""flower"" but she kept saying ""flour""",Nonbully,Bully,Nonbully,Neutral,Other,No,Partially-Harmful,Individual,,/content/drive/MyDrive/Multimodal/bully_data/1534.png,0,1,1,0,0,ok,consistent
5203.jpg,*Modiji* *China* *Covid-19* Rula diya na bechaari ko,Nonbully,Bully,Nonbully,Negative,Ridicule,No,Partially-Harmful,Individual,,/content/drive/MyDrive/Multimodal/bully_data/5203.jpg,0,0,1,0,0,ok,consistent
1495.jpg,THAT FIGURE AND CURVES,Bully,Bully,Nonbully,Neutral,Other,No,Partially-Harmful,Individual,,/content/drive/MyDrive/Multimodal/bully_data/1495.jpg,1,1,1,0,0,ok,check — bully but no keywords
5963.jpg,Get a gf who can do both DESI ADULTS TROLLS,Bully,Bully,Bully,Negative,Disgust,Yes,Partially-Harmful,Society,,/content/drive/MyDrive/Multimodal/bully_data/5963.jpg,1,0,1,1,1,ok,check — bully but no keywords
1060.png,when you can't wait to get home and eat them left overs,Nonbully,Bully,Nonbully,Neutral,Surprise,No,Partially-Harmful,Individual,,/content/drive/MyDrive/Multimodal/bully_data/1060.png,0,1,1,0,0,ok,consistent
4110.jpg,The most sad actor of Bollywood The most sad actress of bollywood Amber Boriya Dono ka maal ek hi ghr me hai,Nonbully,Bully,Bully,Negative,Disgust,Yes,Partially-Harmful,Individual,,/content/drive/MyDrive/Multimodal/bully_data/4110.jpg,0,0,1,1,1,ok,consistent
4050.jpg,krunal pandya gobal from galmaal 3,Nonbully,Bully,Nonbully,Negative,Anticipation,No,Partially-Harmful,Individual,,/content/drive/MyDrive/Multimodal/bully_data/4050.jpg,0,0,1,0,0,ok,consistent
5405.jpg,shreya @shreya_singh06 Munna Bhaiya Munna Bhaiya Lite,Nonbully,Bully,Nonbully,Negative,Ridicule,No,Partially-Harmful,Individual,,/content/drive/MyDrive/Multimodal/bully_data/5405.jpg,0,0,1,0,0,ok,consistent
212.png,this could be us but you keep escaping,Nonbully,Bully,Nonbully,Negative,Angry,No,Partially-Harmful,Individual,,/content/drive/MyDrive/Multimodal/bully_data/212.png,0,0,1,0,0,ok,consistent
2986.jpg,litterly everyone on internet: ye fass gaya..,Nonbully,Bully,Nonbully,Neutral,Sadness,No,Partially-Harmful,Individual,,/content/drive/MyDrive/Multimodal/bully_data/2986.jpg,0,1,1,0,0,ok,consistent
3278.jpg,sala apun soch rha tha ki sabse bda pagl apun hi hai,Bully,Bully,Bully,Negative,Ridicule,Yes,Partially-Harmful,Individual,,/content/drive/MyDrive/Multimodal/bully_data/3278.jpg,1,0,1,1,1,ok,check — bully but no keywords
523.jpg,your salary won't be very good starting out.is that okay?my performance won't be very good until it is.That okay?,Nonbully,Bully,Bully,Neutral,Anticipation,No,Partially-Harmful,Individual,,/content/drive/MyDrive/Multimodal/bully_data/523.jpg,0,1,1,1,0,ok,consistent
2637.jpg,"This is How Moon Proposes Earth Chalo finally he proposed, itne dino se uske chakkar kaat raha tha",Nonbully,Nonbully,Nonbully,Positive,Happiness,No,Harmless,,,/content/drive/MyDrive/Multimodal/bully_data/2637.jpg,0,2,0,0,0,ok,consistent
957.jpg,5 yrs old me trying to see if the fridge bulb remains on after I close the door,Nonbully,Nonbully,Nonbully,Neutral,Surprise,No,Harmless,,,/content/drive/MyDrive/Multimodal/bully_data/957.jpg,0,1,0,0,0,ok,consistent
794.png,having a bad day? you could be a siamese twin attached to a gay brother who has a date and you're the only one with an ass,Nonbully,Bully,Nonbully,Neutral,Disgust,No,Partially-Harmful,Individual,,/content/drive/MyDrive/Multimodal/bully_data/794.png,0,1,1,0,0,ok,consistent
2994.jpg,when your parents are always strict,Nonbully,Nonbully,Nonbully,Neutral,Other,Yes,Harmless,,,/content/drive/MyDrive/Multimodal/bully_data/2994.jpg,0,1,0,0,1,ok,consistent
4801.jpg,Diwali Ki chuttiyaan Exams after Diwali SCOOPWHOOP.com,Nonbully,Nonbully,Nonbully,Negative,Angry,No,Harmless,,,/content/drive/MyDrive/Multimodal/bully_data/4801.jpg,0,0,0,0,0,ok,consistent
5818.jpg,the best thing about Summer is Mangoes,Nonbully,Nonbully,Nonbully,Positive,Happiness,Yes,Harmless,,,/content/drive/MyDrive/Multimodal/bully_data/5818.jpg,0,2,0,0,1,ok,consistent
4180.jpg,"life me 1 partner hona bhot zaroori h warna dil ki baat,status me likhni padti hai BC",Nonbully,Bully,Bully,Neutral,Other,Yes,Partially-Harmful,Society,,/content/drive/MyDrive/Multimodal/bully_data/4180.jpg,0,1,1,1,1,ok,consistent
5039.jpg,actual picture of Lil Pump writing the lyrics to Gucci Gang,Nonbully,Nonbully,Nonbully,Neutral,Other,No,Harmless,,,/content/drive/MyDrive/Multimodal/bully_data/5039.jpg,0,1,0,0,0,ok,consistent
2752.jpg,clinic and waiting room of a dentist is called perfection i wonder what if a gynecocologist copies this idea,Nonbully,Bully,Nonbully,Neutral,Surprise,Yes,Partially-Harmful,Individual,,/content/drive/MyDrive/Multimodal/bully_data/2752.jpg,0,1,1,0,1,ok,consistent
3199.jpg,You Never know this feeling,Nonbully,Nonbully,Nonbully,Neutral,Sadness,No,Harmless,,,/content/drive/MyDrive/Multimodal/bully_data/3199.jpg,0,1,0,0,0,ok,consistent
4609.jpg,package in hand salary,Nonbully,Nonbully,Nonbully,Negative,Sadness,Yes,Harmless,,,/content/drive/MyDrive/Multimodal/bully_data/4609.jpg,0,0,0,0,1,ok,consistent
1271.jpg,Acha suno.. Mere traf se khud ko ek thapaad mar lo,Nonbully,Nonbully,Nonbully,Negative,Angry,No,Harmless,,,/content/drive/MyDrive/Multimodal/bully_data/1271.jpg,0,0,0,0,0,ok,consistent
5844.jpg,CRUSH: HI MY BRAIN:,Nonbully,Nonbully,Nonbully,Neutral,Happiness,Yes,Harmless,,,/content/drive/MyDrive/Multimodal/bully_data/5844.jpg,0,1,0,0,1,ok,consistent
1170.png,when one of your neighbor's goats strays away from the herd now this looks like a job for me,Nonbully,Bully,Nonbully,Negative,Angry,Yes,Partially-Harmful,Individual,,/content/drive/MyDrive/Multimodal/bully_data/1170.png,0,0,1,0,1,ok,consistent
5554.jpg,If she appreciates this kinda date keep her close,Nonbully,Nonbully,Nonbully,Positive,Happiness,No,Harmless,,,/content/drive/MyDrive/Multimodal/bully_data/5554.jpg,0,2,0,0,0,ok,consistent
4640.jpg,"when she says ""jo dekhe mera banda uski gaand mai daal dungi danda"".yaar...ye kitni awesome hai yaar",Nonbully,Bully,Bully,Negative,Other,No,Partially-Harmful,Individual,,/content/drive/MyDrive/Multimodal/bully_data/4640.jpg,0,0,1,1,0,ok,consistent
2827.jpg,"Thukra ke mera pyaar, mera intekam nahi dekh payegi kyuki meri IAS banne ki aukat nahi hai",Nonbully,Bully,Bully,Negative,Disgust,Yes,Partially-Harmful,Community,,/content/drive/MyDrive/Multimodal/bully_data/2827.jpg,0,0,1,1,1,ok,consistent
